id,value
4844,2491320.5314616393
4845,1956278.331465328
4846,1816809.410826795
4851,2518549.271310945
4862,2432758.382427378
4864,1639367.6823673625
4871,1943362.2672847954
4872,2430114.502735131
4874,1460673.9207542296
4877,1313745.2439230103
4878,1837128.0113741956
4886,804919.5692250677
4888,1458812.653208085
4893,1460673.9207542296
4900,2281078.1447634627
4921,2057231.869262156
4929,1384010.2765068463
4934,1808365.2365077566
4935,2105764.9815490646
4938,979902.341077519
4949,1586343.0427646749
4951,1621064.8351331428
4952,1450656.2647811556
4955,1958345.8723867252
4963,2479117.485696603
4977,1571672.84032371
4984,1834377.0086702472
4987,1448815.1507488205
4991,1589866.3336650773
5001,1081691.0125666673
5002,2325212.9298773315
5011,2237493.2087815558
5012,1832139.4277254746
5015,1983845.133195957
5018,1103598.814273179
5022,2576547.0222226675
5024,2120168.733205845
5027,2676684.565417382
5031,2177968.617448521
5042,1895316.9265272026
5043,3729023.6923648035
5044,1383097.1409317004
5048,2382227.3204650353
5054,2455051.9347608914
5055,2722124.8428213038
5056,2508638.959455052
5059,1354418.3875791056
5065,1184906.3294617124
5066,1721762.8376515524
5070,2541005.845589716
5072,1614519.9594296517
5078,1387550.9426199133
5083,732361.2984944263
5100,2438468.1975746383
5101,255132.2629780034
5104,1322719.2706006921
5106,1992550.7831593964
5107,1569068.7474416161
5108,2183689.3788446086
5112,1574047.3882481905
5117,2466117.685347843
5118,1442279.0022500511
5120,2145258.3625727184
5124,1429958.0440403752
5128,1944232.5853274588
5132,1643877.0371941966
5134,1556670.115408349
5137,1958345.8723867252
5139,1626099.9386126017
5141,2666589.578325832
5147,1742882.6642876016
5148,1415671.3747008543
5158,2084734.7422204656
5162,1447385.0261226245
5164,3840379.9691848997
5170,1122768.3808851684
5171,1722968.246166686
5176,1850325.0757077807
5180,2111820.551634781
5181,2191786.256751852
5182,1534519.8290940942
5188,2049612.250350518
5197,2074797.0765219135
5198,2436342.4249712653
5201,1800189.9723850756
5215,500041.5401816753
5216,2439435.683735897
5217,2142741.5127862245
5220,1511525.1089791388
5221,1722997.100549372
5223,1978887.6789914889
5226,1441960.4530217582
5227,2327885.5649885554
5233,2281258.8723031036
5239,2005647.0394906309
5240,3108898.8082143674
5242,1683769.6510186351
5243,3174778.795126138
5245,1895181.8569703358
5247,1313374.7748809443
5252,1746945.377705984
5255,2513159.08608402
5260,1942219.7452143945
5264,1011371.1972238958
5269,2577457.4294756847
5272,1457440.224798886
5276,2068561.0149040767
5282,1641170.3854905919
5286,2350886.2332951063
5290,2021597.5505384395
5291,2397624.2992771566
5296,2052900.9118721639
5303,1807482.7704868997
5304,1441012.608878897
5309,1736316.4580607063
5317,2397542.8851970998
5319,2250075.4325022805
5322,1010003.5095747416
5324,693499.9785894817
5325,1197304.3537756437
5329,2660894.4992415593
5330,3429006.424425795
5333,2985240.6389130508
5334,3012203.945122792
5340,1187705.5800898424
5342,209095.77602302004
5346,2339829.0743755605
5349,1595482.3189280338
5350,1545569.2932136972
5355,2396336.0413840646
5360,1591420.463431771
5374,1396454.6408955618
5376,2780303.6889481773
5377,2288932.826974963
5389,588365.4150090764
5393,1029877.9732221616
5395,1959469.6319126186
5396,1545569.2932136972
5397,2672016.238332734
5398,935959.5537205155
5399,1331106.8965354809
5401,1654631.2137406608
5402,1576822.951232798
5405,1135946.8877833183
5413,2085042.9661771304
5417,1182597.4326925888
5418,2018543.9813517963
5419,1224282.6418175513
5426,862513.0180854418
5429,596063.9638933232
5431,1053259.1951970211
5432,1113990.7021825693
5436,1432426.9029348323
5439,994865.6304900512
5440,687169.5597638936
5455,602914.2802571236
5456,970844.4456054991
5468,847172.0103360623
5469,650559.5371856014
5472,697001.9168534846
5473,813553.0355374673
5475,1270211.8533266424
5481,423166.403494708
5482,1033833.2099549609
5490,700831.8415996379
5494,1121964.8704117003
5499,1738898.324957056
5504,1078772.5815875155
5513,254968.0219038595
5528,1035494.1532788428
5535,1562981.3538279412
5542,1065010.3084862
5543,1121964.8704117003
5546,884545.817124211
5547,1119084.5392580612
5552,453364.38849059626
5553,584742.7126340624
5557,958872.9752889647
5558,1271709.187749387
5566,1246378.2871649833
5567,778468.8811554852
5576,612275.3825246796
5583,848602.7080476882
5585,261939.4809700409
5590,927121.5161007186
5594,255749.92267182664
5602,1599315.8159496724
5603,997252.3980517182
5610,869420.5331438624
5620,1065040.8496969808
5623,1051465.0050214091
5641,1382027.265195557
5647,1227196.5568504767
5649,992722.2866492823
5660,1399781.6926684156
5661,1303405.506497983
5668,997252.3980517182
5673,1233698.3383833023
5675,700504.2267967336
5676,1078545.0563433347
5682,1153891.038901381
5686,1162554.6802917798
5689,581860.6271701287
5696,850483.6271837326
5713,1349668.7906980445
5715,1720938.371186903
5717,1011673.6341706414
5724,653254.4055815055
5729,981287.9367854858
5733,992979.5068392185
5737,2303245.8066287097
5740,652562.3796337025
5741,884592.2710627301
5750,1019909.5834031778
5758,844783.4794525194
5759,1181908.714003541
5763,1189593.3481670406
5764,954500.7662316995
5776,1272941.6415004313
5777,879676.7748265073
5780,784462.0394040176
5783,882072.0751654974
5784,1148935.9414019038
5788,1161328.9316356406
5790,951403.4604481058
5792,579665.3210386576
5794,1334669.1280414322
5799,604081.7670605138
5807,1123109.347178289
5808,1065010.3084862
5812,315778.6832280524
5813,1311347.3528588843
5819,1278883.1374968216
5824,1080281.9354326613
5826,1165827.7766742038
5838,1406415.9002642506
5840,1246332.0343262106
5851,1237196.7129471852
5852,1073930.9708193291
5861,1215209.6531039376
5863,771052.6497928672
5870,1214386.4348709327
5871,795769.689897175
5872,1079336.7564827783
5878,1522799.712813551
5888,450721.16174338426
5893,1169947.8592160777
5902,1311470.636539988
5905,1571889.8032490097
5907,1306011.2791338954
5909,842937.7581061381
5922,312187.44358959224
5926,167710.71982582033
5929,1341415.1060425949
5933,1553089.2251201312
5940,1285973.9916659428
5948,616986.7306257688
5949,702670.9516298433
5955,584742.7126340624
5956,315778.6832280524
5959,1359441.86743687
5962,649994.5893041919
5963,1191610.0915735576
5965,537925.9159045662
5966,1380722.640463222
5968,1488108.8842688997
5969,952027.2425469847
5970,1121559.2206930553
5971,1930955.3119147895
5972,776758.454357997
5974,1354501.6048952122
5975,1315025.0122393933
5977,1303878.1213256237
5981,1659504.7446992404
5983,1742466.734769147
5986,1150211.0828382256
5988,929540.0072912287
5990,1021701.4743143381
5997,999676.6087423216
5998,733106.9127282377
6002,689846.3243544779
6008,851941.27294156
6010,758139.6585525429
6013,451949.7753881125
6016,166735.71096474346
6031,782760.4401171381
6032,1426851.6159971766
6036,820722.018530462
6037,689375.2183604245
6038,1330337.7735666612
6041,1326244.578666409
6046,814566.731211123
6047,846518.6158334151
6058,891037.4500461521
6063,687169.5597638936
6065,733200.4803850362
6066,1508950.3869455878
6081,1092251.798447307
6085,1052428.2687458356
6086,1075695.0160223919
6088,859981.7830597577
6090,1470075.8884914117
6093,698708.3896966488
6095,772837.9652776883
6098,1243636.8021922829
6099,1242745.9644154836
6104,964659.2207789749
6105,1046827.3716286154
6111,1659504.7446992404
6115,1439441.1514551074
6116,1312630.5907309516
6122,990133.3027113678
6131,1009059.0078622133
6135,1438471.7151387883
6136,1595902.512239804
6140,675930.6895693776
6141,1164466.6932889523
6142,1118460.8758229022
6143,612275.3825246796
6144,1065010.3084862
6145,1299052.7307906663
6151,1040645.8861930734
6152,700504.2267967336
6154,1064486.0243533864
6161,582539.4750153585
6162,1217815.2904659382
6169,981306.9994988603
6170,1324939.782282271
6173,964392.1106715503
6181,1393770.0279609715
6184,1118460.8758229022
6185,954766.6426643471
6187,886989.3474649577
6192,1346925.199092553
6194,961390.6154551783
6200,1649561.4945552736
6202,1461998.1850765117
6203,820594.6632740268
6204,819880.9534930269
6212,1354898.9237147025
6213,855375.7002145582
6215,319425.11290388915
6217,1019973.4799394335
6218,1077590.0002387716
6221,1719613.9667501866
6226,1677706.1894126744
6227,2010998.6694191915
6228,906312.792491582
6229,676515.8726094402
6236,855222.5721211205
6237,308377.8002814171
6238,1772766.051320278
6245,1388383.3065573075
6250,1153079.6639610801
6252,1228110.2156492297
6254,1676085.252690774
6258,1487563.5313205968
6260,1554177.7351853063
6262,338500.0813083195
6274,1110447.3854263374
6281,820889.0604239726
6285,923189.6112071907
6288,1241310.8604714475
6300,997252.3980517182
6302,1246189.628794031
6307,1018969.9723577264
6308,1313327.7275993351
6311,427519.26007742196
6317,1771439.3086626397
6328,1294610.4680381936
6331,905706.9198378044
6333,987136.9553556097
6335,1225868.6058457405
6343,936085.6183726543
6344,1368331.5976676177
6349,249481.63672852243
6353,1040285.8616969819
6355,946552.5680454071
6359,787947.5222499043
6367,1141427.064613714
6368,1447935.3068442408
6369,989872.3551457805
6370,973108.232892134
6373,1130709.2533375202
6382,834610.4694598836
6385,1014489.0372991934
6386,855785.0544505249
6387,735062.2035054762
6389,664711.4725055363
6394,1338958.2899278966
6411,440109.4888272454
6413,1229604.514230521
6417,976290.6371771635
6423,729810.915533048
6425,1223931.8819183116
6444,449918.7587603057
6449,1487494.8896193516
6455,883615.8058479476
6460,1134151.870297938
6467,925906.721399618
6470,699522.3464546476
6476,940563.3010730657
6479,1076761.3011721557
6480,1651784.6910037682
6486,500728.4861421287
6487,1182645.9083028124
6493,883999.0992435716
6497,951755.2543708686
6499,959103.4503841905
6501,629638.3191016379
6503,520233.0519979342
6505,627061.3331455303
6507,809182.3742490629
6511,920339.0292243506
6512,887008.9755560802
6521,1086971.6808038577
6522,917339.9453536198
6532,884294.1658832873
6534,758397.5491572047
6536,366257.29312224244
6538,818765.921968869
6541,873255.180077822
6550,1125615.7726738118
6561,461471.66368179605
6564,1591877.8829913824
6569,556791.7300531007
6577,876388.3515073896
6579,593101.1033939486
6583,887008.9755560802
6587,1014434.2996051287
6592,960160.7916072181
6603,262432.84038095817
6607,1238293.999106181
6613,938840.8394672148
6626,804146.8524776326
6647,660157.2991743449
6650,1100995.2686237479
6657,988936.8715990903
6663,764391.472127994
6672,1340544.4330486897
6677,593101.1033939486
6678,899774.9398787337
6681,659726.9108008732
6683,660701.2133407635
6685,730869.1132419084
6689,593348.8725787194
6691,725379.214059077
6692,846504.1883685968
6699,1139326.4695704188
6709,504172.5337978571
6719,691404.865725527
6731,503726.82480761997
6738,987185.6020173619
6739,882835.6267482267
6740,837024.7380798421
6746,926847.1317524028
6751,979999.5746019364
6755,668902.044071194
6756,920460.1505818972
6757,974624.3914172231
6768,1050533.517400113
6779,1164123.8182325694
6780,832066.5223339768
6782,1415006.8324891524
6783,1123009.5263007176
6787,1289548.9386518383
6788,664274.2687354373
6795,1011778.684721702
6799,917339.9453536198
6804,847020.5347442233
6811,1900744.4534360885
6813,355353.7425124608
6814,971305.8181486536
6816,972167.1784592337
6824,836617.5283779895
6825,211530.1881037457
6826,365859.0296828021
6827,599325.4234372438
6835,1055534.237245733
6845,1156326.8744771108
6851,722333.6139434788
6852,1338371.069777784
6858,852209.7620063302
6862,847020.5347442233
6866,886738.451037271
6867,926454.0887281101
6868,798015.6256415157
6880,959677.0028558742
6883,847020.5347442233
6899,1209740.2491311238
6901,1028036.6982489214
6902,1027398.7187354916
6907,882441.9994634622
6914,1104163.6636200515
6916,1191931.1142679336
6917,657544.4014367829
6932,969010.0322077599
6936,1413072.286586847
6947,928168.7080376586
6949,889719.3716996395
6950,1057860.3632845418
6954,809483.7847207601
6971,1583609.187578794
6973,1132925.9537955078
6974,991136.014690271
6982,1418920.7319468944
6983,758999.7739005627
6998,1015320.6834818276
7006,1226247.3567378544
7008,779364.4445168959
7030,783901.6713096139
7036,698159.6202393079
7037,664711.4725055363
7038,1083225.3114357295
7043,1807745.1482557573
7051,1319368.0682820445
7053,1060419.389579434
7059,921775.6484614575
7060,1479303.1667121842
7062,819072.0385257946
7067,1873458.4012506586
7070,1021535.8214698728
7076,1123561.5407734255
7078,1652079.8913241948
7079,60285.172880555045
7084,981167.6586712736
7090,1028105.1373957279
7091,1069361.3123714293
7093,1510566.8541658558
7100,1081574.6032046136
7104,697610.3194941906
7108,791479.1246384731
7111,980372.8853443667
7112,846375.5822676716
7115,949507.48782091
7117,668119.0769282072
7127,909147.5674136748
7133,706868.6887324315
7136,1178121.8197018555
7138,817757.5665169079
7145,892210.9372260404
7146,740021.2429122935
7151,465683.30393176706
7163,915277.8525803866
7171,262432.84038095817
7173,750383.4791619774
7187,1728986.8274721648
7193,1282414.1059910015
7195,596094.0881839809
7201,1219811.6876713103
7208,849275.5283863547
7211,819619.181068636
7213,456656.29415511363
7221,1173375.935755811
7223,787076.3088341134
7233,1271489.753175668
7235,694042.0890214308
7236,1131633.720347327
7244,757556.4015981265
7245,1302080.6974701225
7248,813587.0482446078
7249,726004.7072540936
7252,724511.3778207009
7261,416778.8037752035
7271,1849896.9265132835
7272,792007.4083524802
7275,367243.03307255823
7292,748753.9826946793
7295,1197123.0613194853
7300,901843.536607326
7302,822850.7230774546
7304,592614.6034440503
7312,733548.3539708003
7314,922431.3782987751
7325,975345.7239049883
7329,1112066.9652011923
7330,955832.0909432722
7334,1213269.1247375424
7336,592217.5313883325
7340,227968.0057923072
7341,878884.5627682019
7351,598167.9722543329
7356,909118.500305206
7360,566732.5526390283
7364,777293.9094664787
7372,681914.8426248163
7373,592949.2744689495
7383,726625.8311980999
7385,221623.8253170133
7394,776143.419693158
7398,877261.1206342079
7401,354235.4970340377
7408,861814.7947973164
7409,1193468.63667839
7410,721051.5546610397
7417,1122849.079401958
7418,575933.6102764597
7419,672629.3081945596
7429,1125546.075117709
7444,780942.711026336
7450,1343464.0538381194
7454,889768.0276041939
7459,216705.9396371527
7462,775790.6025808242
7466,446309.915315663
7469,908048.4256690743
7478,299614.1775852011
7493,888611.1088596652
7502,375582.337846073
7504,834430.4177154195
7511,615887.4872600689
7512,885828.9416223074
7515,219086.96647952826
7520,1143511.7070910037
7523,103422.2307981728
7524,687526.079223081
7527,1275049.0313497144
7544,679918.8371191411
7554,1639753.3864471926
7555,1011341.0335058502
7559,779249.9656505923
7560,873811.6928648818
7564,1416089.24939983
7569,1096084.4634697489
7571,1536347.628895865
7579,1112828.319878125
7583,940888.330214205
7584,1006248.5563750791
7586,973869.2926192174
7598,1017024.8433068388
7605,1097913.2367743514
7612,624950.640669025
7614,725034.7863587323
7615,755662.4528666809
7616,916332.6137296061
7618,783918.7695990375
7620,667138.1882935982
7623,1019073.137284597
7627,767847.9408413381
7630,965417.7391410028
7631,671735.3925451665
7632,787267.0800800391
7636,864096.3501750455
7643,1100581.5230183154
7644,173990.0488658677
7647,989667.867288076
7650,640406.2661573717
7651,659325.7984551529
7653,915845.1388720167
7657,225736.15511764778
7658,951645.3306445725
7667,1084172.8677464805
7676,846643.7224493918
7677,975231.2403894085
7683,1238991.7602869174
7689,941544.0125395325
7703,1174599.1231026142
7705,835747.7359960934
7710,492644.09932008217
7712,656318.4569751305
7722,726194.378515034
7729,886343.714434339
7731,870853.4823034138
7733,780393.4883041754
7735,612554.903295116
7741,564082.5764614665
7746,721220.50768654
7750,830176.8962255776
7751,593118.4090014391
7757,712055.0532102111
7759,1397642.8380675775
7772,862451.5488135999
7773,811466.5427989095
7785,744700.3263627195
7789,1008771.1379107804
7801,1015701.6312454947
7806,987483.8590147861
7809,1336203.9900854707
7818,1099683.1500027832
7819,876900.9940264017
7823,593579.3579526871
7825,826031.990404164
7828,1026536.2042315023
7829,565850.7300424246
7831,565326.2768378092
7834,1005853.3746874604
7835,701216.8965526627
7840,786085.8967469733
7842,305268.1158269687
7846,1323313.2555547806
7850,1069006.4779109529
7851,721067.9619615207
7856,706042.5894045928
7865,1281465.0450717178
7871,865808.3859632248
7886,1066778.2074688617
7891,1102561.8557870924
7893,1202803.9802584955
7895,985825.2895630876
7898,982104.6422249379
7902,809770.8202210526
7907,304160.5270239197
7909,744700.3263627195
7915,1158748.722283701
7916,825824.6472128315
7917,878253.4950224562
7929,376415.46206392103
7931,188996.75425901107
7937,761394.598482155
7938,736651.1098671474
7940,725343.0237522284
7941,724282.521602738
7945,636206.5096265348
7946,958326.4003464995
7955,783918.7695990375
7956,1084130.9810325964
7960,512139.4913497762
7961,1134489.8446658514
7962,740004.8846504466
7967,781136.1312002793
7968,912811.9933163717
7978,809556.3262894244
7979,93988.64540763666
7987,799040.7342152016
7991,315426.44856007973
8000,1533881.0666585395
8004,616417.6268596338
8006,1165657.2643764843
8007,691075.2832264425
8011,791019.458308639
8014,884692.9857915358
8029,1018326.3218540135
8036,1015256.8534502676
8037,433450.1709666011
8042,878161.9164298028
8043,731971.4033016453
8047,727010.1437445472
8053,1171052.4532870061
8057,593608.716237662
8065,939039.5093617912
8068,1505860.1475512038
8075,766912.5628788417
8078,1609518.3706693803
8093,512211.075714773
8094,1092922.7993942641
8097,1269233.1526462848
8103,1053909.3386348952
8107,853672.2078624603
8110,225157.92212639502
8115,748162.5550031564
8119,975536.5829282468
8120,835109.4910558334
8122,877669.7844554491
8132,851752.9194686105
8134,823031.6158505862
8136,662185.9381847975
8148,763332.84356614
8163,939039.5093617912
8165,1108716.5582255118
8177,636338.9283898652
8182,1002517.1995516496
8185,593118.4090014391
8192,613820.2352762611
8199,1060286.4114404765
8200,670161.4107420112
8208,593608.716237662
8213,831963.8865084564
8216,767793.8800311649
8222,1095118.9954356262
8223,170473.48262908217
8234,1187659.1514926213
8243,246128.28819426286
8251,1392932.2230509573
8254,402708.7327461411
8256,1009056.2370429868
8259,1253020.8089581167
8267,830362.1096678493
8271,883491.3177985229
8272,1104980.1344655768
8273,593118.4090014391
8274,532691.379791609
8279,1088486.1375602984
8283,1166377.619724201
8284,1221463.653626319
8285,94441.41780006098
8302,1018781.4967199706
8304,953554.7017046799
8306,1026362.641028125
8309,1101179.197865156
8315,255989.76533786254
8317,627651.2645247034
8327,972962.3459920213
8345,922181.7338113743
8352,491338.2775115351
8360,818671.2579087883
8362,1322087.5213310237
8363,818882.7128436017
8365,485740.84338988387
8367,662741.8330522052
8369,371194.19342694595
8370,535484.5473740785
8371,279175.47989868827
8373,684376.2158982517
8374,645168.2806905373
8378,693058.1473262564
8384,293902.97810330143
8387,730076.9561916332
8390,597636.9683156505
8394,541396.1107337357
8395,852519.2178337087
8396,1144438.7330527117
8400,1212479.66701643
8401,697820.5824559235
8402,972453.8018831119
8405,875623.6205364461
8407,595421.8207022826
8411,908735.1386609303
8413,850194.9325115585
8419,1143921.4128318373
8420,609988.4806181684
8425,717152.7507858875
8428,261881.62568578834
8431,750570.7244357679
8442,631158.9984130734
8448,1100307.2372230785
8449,424172.9966649015
8455,324614.10722620215
8458,1237210.5571438782
8467,733081.655414573
8468,417789.8735285462
8478,845707.1407803479
8479,1027298.7625702183
8483,835545.1807504016
8485,781785.9175938354
8490,706527.0822760426
8496,424172.9966649015
8498,961734.0590429816
8500,627651.2645247034
8504,770308.7391866511
8505,715353.761228308
8510,1197058.9782893334
8520,776509.9208754875
8522,489813.91513415246
8533,834749.3993059639
8540,1416159.89085725
8547,826089.6094253199
8560,356085.3444997597
8569,776994.1672988039
8580,658769.5168076205
8583,1186865.0369293666
8591,655510.0947145803
8594,404357.916318927
8598,1003137.754501743
8603,1112483.130667288
8611,541709.9590583179
8617,1414629.2987407173
8622,868104.2961214627
8624,781513.1557900605
8635,261703.72267131784
8636,663378.905340562
8637,775064.0742646863
8642,1025562.0064161104
8643,513074.67668226355
8644,868172.2357727385
8648,996847.7295232804
8662,239589.11113557708
8670,1215651.0110500017
8672,829618.7814848481
8675,1160807.9538991475
8676,1042173.1646902573
8677,493310.68569233833
8689,809097.4919871407
8690,494991.6351254673
8691,583642.8930625231
8698,592063.8931600676
8702,812219.2325385325
8703,874380.4235471404
8705,81690.85550975925
8712,656703.4632650814
8716,826034.140466778
8717,744282.2786420477
8718,540797.4309328496
8719,807143.1211313424
8721,407971.36067958473
8724,492028.59323846415
8731,768355.226667743
8736,600586.3188156587
8746,275125.2514268063
8749,723021.5353302847
8756,829618.7814848481
8757,885638.7815017395
8761,333172.6300833642
8762,1300256.4266641322
8763,969270.5191649254
8772,1046008.2764935439
8773,249314.08528492646
8774,683618.1053182629
8780,560627.5004376821
8781,1075519.5779147092
8783,639336.9132683701
8784,660357.8193157496
8786,884215.1087539255
8792,614020.2102084674
8793,865365.0548552293
8799,333172.6300833642
8800,259151.34448418563
8809,710316.2039026027
8814,483531.6943476613
8816,289218.25370712875
8824,1131519.150428459
8826,747093.6656859105
8829,618830.3974146913
8832,233006.7757286363
8834,741902.0366725228
8835,661538.7934966406
8837,865417.8373044467
8844,590770.5403413146
8846,773660.6269494323
8851,1083523.327363011
8859,981854.4631375566
8861,616346.7198643646
8862,658097.6966316549
8865,402718.6817370183
8868,683618.1053182629
8871,919070.240447838
8873,732560.0131273005
8884,478885.41286623944
8892,329949.0148391046
8898,259765.78810154763
8902,423225.0782523076
8906,660561.3114931444
8908,850280.0001862468
8909,419967.28077969485
8913,657728.5264881689
8915,1268071.6457973325
8916,763307.1102022972
8917,828497.9913939893
8922,920370.8003896098
8925,624627.7971070741
8930,650967.2408967208
8934,767968.1689517174
8938,375840.43473846547
8940,1028383.0075145926
8949,646848.9713234188
8951,1350077.7578414197
8953,261703.72267131784
8958,658971.9909577785
8962,550140.9088447281
8973,867714.8687938413
8976,834749.3993059639
8982,880915.1745511305
8986,661791.8194432082
8987,997330.977661682
8989,807268.0077586328
8991,501816.6490732343
8993,174809.50298223936
9001,630507.0633723096
9009,744282.2786420477
9015,1047042.1305933227
9016,995745.1793261177
9020,318225.1296930135
9023,900796.7446078514
9024,1111579.8015942771
9027,582056.3539774433
9028,509658.30192654434
9033,923311.2306293336
9038,635932.3575167835
9042,823005.3306548602
9048,900380.8834820307
9055,645426.1032893005
9062,556368.4304488482
9068,972949.2941314297
9069,308227.8379695341
9070,580618.9121641996
9072,701298.2610962722
9073,518932.0073152113
9075,385081.1468381627
9076,568767.5785933394
9077,609471.5033358944
9079,587930.309123262
9080,627794.3258940913
9082,696662.5652931776
9089,830325.6792857095
9100,789029.5316057673
9101,661608.1576538149
9108,577612.7241236549
9113,816929.0836576251
9117,818800.6958989564
9126,1247834.4159194506
9132,488374.5069214815
9135,527912.7295430631
9137,873395.5928280844
9141,600522.4108070239
9148,786349.7066505821
9153,741144.6068144885
9159,788004.4198501246
9170,768695.2174088048
9172,187210.38666481996
9173,541709.9590583179
9176,732114.0580877918
9192,259151.34448418563
9194,1070011.0160858869
9200,150749.79673521125
9210,310313.45405411953
9225,184813.46328018652
9231,901704.927520372
9233,158076.93122950016
9237,1016203.2341847164
9239,625084.300239281
9242,825217.411326691
9247,1147635.4905371615
9248,873890.90343863
9253,1025092.6594495203
9277,493898.10717708856
9281,685163.4112395215
9283,536042.9096081306
9293,686385.8770265485
9297,324614.10722620215
9298,786349.7066505821
9304,259919.18057820632
9306,719667.042887806
9309,577958.1106970403
9337,744474.6911142292
9341,837707.8131468426
9343,647391.3962667091
9346,655670.0533297826
9347,667435.8506309311
9351,576278.7967633086
9352,910058.2577225245
9359,371194.19342694595
9365,874406.9044592236
9367,972453.8018831119
9368,591789.776960073
9371,658769.5168076205
9374,428717.3302068026
9377,700200.6306111797
9383,1136584.0419209753
9385,809715.1146484198
9398,658687.081890414
9401,770030.3458169708
9405,874427.8113518576
9411,442810.8196458773
9412,685569.6868499743
9419,577725.8606093433
9424,210360.07575171732
9430,855057.2024960553
9431,1067568.6841740757
9437,506013.5983208239
9439,626201.9660123629
9441,1133222.8639609057
9442,632823.5487439433
9453,578892.7197706751
9457,602852.9375261905
9460,308597.29244055843
9465,940658.1741236685
9483,440527.3713868817
9484,436019.97705063707
9489,975606.2688002546
9491,960714.9599745265
9504,500630.3873345347
9506,680917.4560973548
9508,539292.0056186455
9513,1078676.7424878185
9517,566292.9163209647
9520,896960.1691617748
9522,613912.8788958144
9533,1018051.9034648057
9542,1080831.7109787134
9543,339195.98116934777
9548,588711.0098214296
9550,369505.86571531347
9560,402794.71558541816
9563,652026.9921575635
9581,638056.9987684409
9582,312675.9293691128
9585,398998.88562911685
9589,749214.8880790165
9590,544424.3969216645
9593,809357.3257721099
9604,798588.1185364854
9611,741023.3201601348
9613,713630.3369225549
9619,463073.8780905
9633,212645.87631782808
9638,371914.1482583032
9646,336768.9644480939
9654,596331.8531196618
9656,492059.5804489084
9663,785352.070339652
9671,1025594.2930015163
9674,701572.1582923881
9675,685650.6346615031
9676,351971.08375803
9677,637924.5845509416
9679,647970.9191544164
9694,119011.66153948923
9698,203946.17863094277
9704,582838.5378966993
9707,567714.1400559929
9710,762329.4152948002
9711,978507.9039941847
9713,866265.5410513016
9718,574429.2054927973
9723,459300.61994238524
9737,865231.372842143
9738,690443.7693174297
9739,575979.6486540484
9741,576298.9810181276
9755,631922.8091667128
9758,215642.97142955093
9766,749163.8829437839
9774,912159.2838628337
9779,558865.9410806252
9781,723152.1201184413
9787,686850.3765980207
9790,527000.3267635079
9800,562917.9269013361
9801,598956.1039890323
9808,558036.2835342346
9811,909223.998116834
9813,736069.0942792153
9814,560717.3011598001
9821,771648.4262353543
9825,384015.7595119333
9828,773542.5053552177
9833,405364.5029019914
9838,685650.6346615031
9839,499386.39980901126
9840,576298.9810181276
9849,736069.0942792153
9850,765753.6676169522
9857,413573.22200363455
9860,862010.7214383362
9861,1150999.3426267554
9864,541702.0898834508
9865,1083147.482399378
9866,511210.45969099615
9868,680274.4263962313
9872,794709.2735317654
9880,540964.5356235236
9882,602434.7264176793
9888,649435.3199893256
9891,534737.5402469677
9900,470524.12650815386
9901,492045.71990282764
9904,562917.9269013361
9905,535160.4994330137
9907,395402.62297796435
9911,268816.7105512641
9917,443216.7923264911
9918,866886.1382653811
9919,637042.9383996539
9921,602973.3080099951
9928,611204.3638631259
9935,634804.466459357
9938,545518.4355946934
9946,1063512.8206452662
9947,443216.7923264911
9959,604532.9312456858
9963,37069.79194149818
9970,570313.0026847136
9972,419597.3481890463
9975,546372.8259345978
9992,922745.812867919
9993,572371.4663910823
9995,903928.79515124
10005,621637.5029717776
10017,679861.7298727249
10019,635127.64768683
10023,417247.93108869507
10024,454728.6657528473
10030,1085556.2085152036
10031,468526.5990197873
10033,724712.8964277696
10034,474371.9732613132
10039,542386.9629445067
10043,596029.7153657039
10051,756114.5139938446
10072,602395.8917349887
10080,462896.6977685079
10084,636178.3985919427
10087,358077.8469922375
10101,633471.8981616349
10102,680783.4674800537
10105,487772.9855936058
10109,522905.3357429091
10110,615031.6159604085
10113,540125.3835010387
10116,608747.7697709709
10125,464475.20991828735
10134,725886.7370718233
10141,769018.2189833235
10142,780419.3375221216
10147,575851.059119602
10149,417844.97340610693
10152,621712.6502809871
10156,438758.5149717061
10162,579024.3154119294
10164,565329.6872698612
10165,539292.0056186455
10178,685415.129963526
10179,211455.49281689094
10181,649532.4861540333
10185,563442.9478595373
10186,594722.9882858909
10187,805348.7978972715
10195,625026.3372145423
10205,457960.9636151895
10208,649696.5931145513
10214,132354.8461442636
10216,456266.6248244008
10222,457924.23007475975
10226,395833.11830530554
10229,631651.9690833511
10240,621712.6502809871
10242,741416.2342542161
10245,705527.1788709861
10249,1082587.4707513025
10262,624936.0896716581
10266,562719.1171889803
10267,948161.6306839935
10269,145239.14611208072
10275,689069.4037837186
10282,574645.6784169092
10287,65864.53351145145
10288,615986.7738230843
10303,532668.9198851269
10308,813630.5585371653
10322,508620.3265537028
10323,469497.2520131321
10326,762040.1577947655
10329,645113.2186501337
10344,618389.9882568831
10348,496660.12852864095
10349,474842.8224672493
10350,556234.4089185297
10353,782116.9853434709
10356,354742.2902183262
10362,540470.8726113336
10375,132885.00629120503
10388,396044.62449366366
10389,598688.8214774551
10390,748553.7440684929
10391,584156.4404121621
10392,572420.000936351
10397,623600.5429720388
10411,735050.3635157218
